lon_bin,lon_freq,lon_cfreq,lon_%tot,Category,lat_bin,lat_freq,lat_cfreq,lat_%tot,Category_lat
104.1,0,63,55.75221239,Thinned 3,,,,,
104.2,0,63,55.75221239,Thinned 3,,,,,
104.3,0,63,55.75221239,Thinned 3,,,,,
104.4,0,63,55.75221239,Thinned 3,,,,,
104.5,0,63,55.75221239,Thinned 3,,,,,
104.6,0,63,55.75221239,Thinned 3,,,,,
104.7,0,63,55.75221239,Thinned 3,,,,,
104.8,0,63,55.75221239,Thinned 3,,,,,
104.9,0,63,55.75221239,Thinned 3,,,,,
105,0,63,55.75221239,Thinned 3,,,,,
105.1,0,63,55.75221239,Thinned 3,,,,,
105.2,0,63,55.75221239,Thinned 3,,,,,
105.3,0,63,55.75221239,Thinned 3,,,,,
105.4,0,63,55.75221239,Thinned 3,,,,,
105.5,0,63,55.75221239,Thinned 3,,,,,
105.6,0,63,55.75221239,Thinned 3,,,,,
105.7,0,63,55.75221239,Thinned 3,,,,,
105.8,0,63,55.75221239,Thinned 3,,,,,
105.9,0,63,55.75221239,Thinned 3,,,,,
106,0,63,55.75221239,Thinned 3,,,,,
106.1,0,63,55.75221239,Thinned 3,,,,,
106.2,0,63,55.75221239,Thinned 3,,,,,
106.3,0,63,55.75221239,Thinned 3,,,,,
106.4,0,63,55.75221239,Thinned 3,,,,,
106.5,0,63,55.75221239,Thinned 3,,,,,
106.6,0,63,55.75221239,Thinned 3,,,,,
106.7,0,63,55.75221239,Thinned 3,,,,,
106.8,0,63,55.75221239,Thinned 3,,,,,
106.9,0,63,55.75221239,Thinned 3,,,,,
107,0,63,55.75221239,Thinned 3,,,,,
107.1,0,63,55.75221239,Thinned 3,,,,,
107.2,0,63,55.75221239,Thinned 3,,,,,
107.3,0,63,55.75221239,Thinned 3,,,,,
107.4,0,63,55.75221239,Thinned 3,,,,,
107.5,0,63,55.75221239,Thinned 3,,,,,
107.6,0,63,55.75221239,Thinned 3,,,,,
107.7,0,63,55.75221239,Thinned 3,,,,,
107.8,0,63,55.75221239,Thinned 3,,,,,
107.9,0,63,55.75221239,Thinned 3,,,,,
108,0,63,55.75221239,Thinned 3,,,,,
108.1,0,63,55.75221239,Thinned 3,,,,,
108.2,0,63,55.75221239,Thinned 3,,,,,
108.3,0,63,55.75221239,Thinned 3,,,,,
108.4,0,63,55.75221239,Thinned 3,,,,,
108.5,0,63,55.75221239,Thinned 3,,,,,
108.6,0,63,55.75221239,Thinned 3,,,,,
108.7,0,63,55.75221239,Thinned 3,,,,,
108.8,0,63,55.75221239,Thinned 3,,,,,
108.9,0,63,55.75221239,Thinned 3,,,,,
109,0,63,55.75221239,Thinned 3,,,,,
109.1,0,63,55.75221239,Thinned 3,,,,,
109.2,0,63,55.75221239,Thinned 3,,,,,
109.3,0,63,55.75221239,Thinned 3,,,,,
109.4,0,63,55.75221239,Thinned 3,,,,,
109.5,0,63,55.75221239,Thinned 3,,,,,
109.6,0,63,55.75221239,Thinned 3,,,,,
109.7,0,63,55.75221239,Thinned 3,,,,,
109.8,0,63,55.75221239,Thinned 3,,,,,
109.9,0,63,55.75221239,Thinned 3,,,,,
110,0,63,55.75221239,Thinned 3,,,,,
110.1,0,63,55.75221239,Thinned 3,,,,,
110.2,2,65,57.52212389,Thinned 3,,,,,
110.3,1,66,58.40707965,Thinned 3,,,,,
110.4,3,69,61.0619469,Thinned 3,,,,,
110.5,4,73,64.60176991,Thinned 3,,,,,
110.6,2,75,66.37168142,Thinned 3,,,,,
110.7,0,75,66.37168142,Thinned 3,,,,,
110.8,0,75,66.37168142,Thinned 3,,,,,
110.9,0,75,66.37168142,Thinned 3,,,,,
111,0,75,66.37168142,Thinned 3,,,,,
111.1,0,75,66.37168142,Thinned 3,,,,,
111.2,0,75,66.37168142,Thinned 3,,,,,
111.3,0,75,66.37168142,Thinned 3,,,,,
111.4,0,75,66.37168142,Thinned 3,,,,,
111.5,0,75,66.37168142,Thinned 3,,,,,
111.6,0,75,66.37168142,Thinned 3,,,,,
111.7,0,75,66.37168142,Thinned 3,,,,,
111.8,0,75,66.37168142,Thinned 3,,,,,
111.9,0,75,66.37168142,Thinned 3,,,,,
112,0,75,66.37168142,Thinned 3,,,,,
112.1,0,75,66.37168142,Thinned 3,,,,,
112.2,0,75,66.37168142,Thinned 3,,,,,
112.3,0,75,66.37168142,Thinned 3,,,,,
112.4,0,75,66.37168142,Thinned 3,,,,,
112.5,0,75,66.37168142,Thinned 3,,,,,
112.6,0,75,66.37168142,Thinned 3,,,,,
112.7,0,75,66.37168142,Thinned 3,,,,,
112.8,0,75,66.37168142,Thinned 3,,,,,
112.9,0,75,66.37168142,Thinned 3,,,,,
113,0,75,66.37168142,Thinned 3,,,,,
113.1,0,75,66.37168142,Thinned 3,,,,,
113.2,0,75,66.37168142,Thinned 3,,,,,
113.3,0,75,66.37168142,Thinned 3,,,,,
113.4,0,75,66.37168142,Thinned 3,,,,,
113.5,0,75,66.37168142,Thinned 3,,,,,
113.6,0,75,66.37168142,Thinned 3,,,,,
113.7,0,75,66.37168142,Thinned 3,,,,,
113.8,0,75,66.37168142,Thinned 3,,,,,
113.9,4,79,69.91150442,Thinned 3,,,,,
114,3,82,72.56637168,Thinned 3,,,,,
114.1,0,82,72.56637168,Thinned 3,,,,,
114.2,0,82,72.56637168,Thinned 3,,,,,
114.3,0,82,72.56637168,Thinned 3,,,,,
114.4,0,82,72.56637168,Thinned 3,,,,,
114.5,0,82,72.56637168,Thinned 3,,,,,
114.6,0,82,72.56637168,Thinned 3,,,,,
114.7,0,82,72.56637168,Thinned 3,,,,,
114.8,0,82,72.56637168,Thinned 3,,,,,
114.9,0,82,72.56637168,Thinned 3,,,,,
115,0,82,72.56637168,Thinned 3,,,,,
115.1,0,82,72.56637168,Thinned 3,,,,,
115.2,0,82,72.56637168,Thinned 3,,,,,
115.3,0,82,72.56637168,Thinned 3,,,,,
115.4,0,82,72.56637168,Thinned 3,,,,,
115.5,0,82,72.56637168,Thinned 3,,,,,
115.6,0,82,72.56637168,Thinned 3,,,,,
115.7,0,82,72.56637168,Thinned 3,,,,,
115.8,0,82,72.56637168,Thinned 3,,,,,
115.9,0,82,72.56637168,Thinned 3,,,,,
116,1,83,73.45132743,Thinned 3,,,,,
116.1,1,84,74.33628319,Thinned 3,,,,,
116.2,0,84,74.33628319,Thinned 3,,,,,
116.3,0,84,74.33628319,Thinned 3,,,,,
116.4,0,84,74.33628319,Thinned 3,,,,,
116.5,0,84,74.33628319,Thinned 3,,,,,
116.6,0,84,74.33628319,Thinned 3,,,,,
116.7,1,85,75.22123894,Thinned 3,,,,,
116.8,1,86,76.10619469,Thinned 3,,,,,
116.9,0,86,76.10619469,Thinned 3,,,,,
117,0,86,76.10619469,Thinned 3,,,,,
117.1,0,86,76.10619469,Thinned 3,,,,,
117.2,0,86,76.10619469,Thinned 3,,,,,
117.3,0,86,76.10619469,Thinned 3,,,,,
117.4,0,86,76.10619469,Thinned 3,,,,,
117.5,0,86,76.10619469,Thinned 3,,,,,
117.6,0,86,76.10619469,Thinned 3,,,,,
117.7,0,86,76.10619469,Thinned 3,,,,,
117.8,0,86,76.10619469,Thinned 3,,,,,
117.9,0,86,76.10619469,Thinned 3,,,,,
118,0,86,76.10619469,Thinned 3,,,,,
118.1,0,86,76.10619469,Thinned 3,,,,,
118.2,0,86,76.10619469,Thinned 3,,,,,
118.3,0,86,76.10619469,Thinned 3,,,,,
118.4,0,86,76.10619469,Thinned 3,,,,,
118.5,0,86,76.10619469,Thinned 3,,,,,
118.6,0,86,76.10619469,Thinned 3,,,,,
118.7,0,86,76.10619469,Thinned 3,,,,,
118.8,0,86,76.10619469,Thinned 3,,,,,
118.9,0,86,76.10619469,Thinned 3,,,,,
119,0,86,76.10619469,Thinned 3,,,,,
119.1,0,86,76.10619469,Thinned 3,,,,,
119.2,0,86,76.10619469,Thinned 3,,,,,
119.3,1,87,76.99115044,Thinned 3,,,,,
119.4,1,88,77.87610619,Thinned 3,,,,,
119.5,0,88,77.87610619,Thinned 3,,,,,
119.6,0,88,77.87610619,Thinned 3,,,,,
119.7,0,88,77.87610619,Thinned 3,,,,,
119.8,0,88,77.87610619,Thinned 3,,,,,
119.9,0,88,77.87610619,Thinned 3,,,,,
120,0,88,77.87610619,Thinned 3,,,,,
120.1,0,88,77.87610619,Thinned 3,,,,,
120.2,0,88,77.87610619,Thinned 3,,,,,
120.3,0,88,77.87610619,Thinned 3,,,,,
120.4,0,88,77.87610619,Thinned 3,,,,,
120.5,0,88,77.87610619,Thinned 3,,,,,
120.6,0,88,77.87610619,Thinned 3,,,,,
120.7,0,88,77.87610619,Thinned 3,,,,,
120.8,0,88,77.87610619,Thinned 3,,,,,
120.9,0,88,77.87610619,Thinned 3,,,,,
121,0,88,77.87610619,Thinned 3,,,,,
121.1,0,88,77.87610619,Thinned 3,,,,,
121.2,0,88,77.87610619,Thinned 3,,,,,
121.3,0,88,77.87610619,Thinned 3,,,,,
121.4,0,88,77.87610619,Thinned 3,,,,,
121.5,0,88,77.87610619,Thinned 3,,,,,
121.6,0,88,77.87610619,Thinned 3,,,,,
121.7,0,88,77.87610619,Thinned 3,,,,,
121.8,0,88,77.87610619,Thinned 3,,,,,
121.9,0,88,77.87610619,Thinned 3,,,,,
122,0,88,77.87610619,Thinned 3,,,,,
122.1,0,88,77.87610619,Thinned 3,,,,,
122.2,0,88,77.87610619,Thinned 3,,,,,
122.3,0,88,77.87610619,Thinned 3,,,,,
122.4,0,88,77.87610619,Thinned 3,,,,,
122.5,0,88,77.87610619,Thinned 3,,,,,
122.6,0,88,77.87610619,Thinned 3,,,,,
122.7,0,88,77.87610619,Thinned 3,,,,,
122.8,0,88,77.87610619,Thinned 3,,,,,
122.9,0,88,77.87610619,Thinned 3,,,,,
123,0,88,77.87610619,Thinned 3,,,,,
123.1,2,90,79.6460177,Thinned 3,,,,,
123.2,0,90,79.6460177,Thinned 3,,,,,
123.3,1,91,80.53097345,Thinned 3,,,,,
123.4,0,91,80.53097345,Thinned 3,,,,,
123.5,0,91,80.53097345,Thinned 3,,,,,
123.6,0,91,80.53097345,Thinned 3,,,,,
123.7,0,91,80.53097345,Thinned 3,,,,,
123.8,0,91,80.53097345,Thinned 3,,,,,
123.9,0,91,80.53097345,Thinned 3,,,,,
124,0,91,80.53097345,Thinned 3,,,,,
124.1,0,91,80.53097345,Thinned 3,,,,,
124.2,0,91,80.53097345,Thinned 3,,,,,
124.3,0,91,80.53097345,Thinned 3,,,,,
124.4,0,91,80.53097345,Thinned 3,,,,,
124.5,0,91,80.53097345,Thinned 3,,,,,
124.6,0,91,80.53097345,Thinned 3,,,,,
124.7,0,91,80.53097345,Thinned 3,,,,,
124.8,0,91,80.53097345,Thinned 3,,,,,
124.9,0,91,80.53097345,Thinned 3,,,,,
125,0,91,80.53097345,Thinned 3,,,,,
125.1,0,91,80.53097345,Thinned 3,,,,,
125.2,0,91,80.53097345,Thinned 3,,,,,
125.3,0,91,80.53097345,Thinned 3,,,,,
125.4,0,91,80.53097345,Thinned 3,,,,,
125.5,0,91,80.53097345,Thinned 3,,,,,
125.6,1,92,81.4159292,Thinned 3,,,,,
125.7,1,93,82.30088496,Thinned 3,,,,,
125.8,0,93,82.30088496,Thinned 3,,,,,
125.9,1,94,83.18584071,Thinned 3,,,,,
126,0,94,83.18584071,Thinned 3,,,,,
126.1,0,94,83.18584071,Thinned 3,,,,,
126.2,0,94,83.18584071,Thinned 3,,,,,
126.3,0,94,83.18584071,Thinned 3,,,,,
126.4,0,94,83.18584071,Thinned 3,,,,,
126.5,1,95,84.07079646,Thinned 3,,,,,
126.6,0,95,84.07079646,Thinned 3,,,,,
126.7,0,95,84.07079646,Thinned 3,,,,,
126.8,0,95,84.07079646,Thinned 3,,,,,
126.9,0,95,84.07079646,Thinned 3,,,,,
127,0,95,84.07079646,Thinned 3,,,,,
127.1,0,95,84.07079646,Thinned 3,,,,,
127.2,0,95,84.07079646,Thinned 3,,,,,
127.3,0,95,84.07079646,Thinned 3,,,,,
127.4,0,95,84.07079646,Thinned 3,,,,,
127.5,0,95,84.07079646,Thinned 3,,,,,
127.6,0,95,84.07079646,Thinned 3,,,,,
127.7,0,95,84.07079646,Thinned 3,,,,,
127.8,0,95,84.07079646,Thinned 3,,,,,
127.9,2,97,85.84070796,Thinned 3,,,,,
128,0,97,85.84070796,Thinned 3,,,,,
128.1,0,97,85.84070796,Thinned 3,,,,,
128.2,0,97,85.84070796,Thinned 3,,,,,
128.3,0,97,85.84070796,Thinned 3,,,,,
128.4,0,97,85.84070796,Thinned 3,,,,,
128.5,0,97,85.84070796,Thinned 3,,,,,
128.6,0,97,85.84070796,Thinned 3,,,,,
128.7,0,97,85.84070796,Thinned 3,,,,,
128.8,0,97,85.84070796,Thinned 3,,,,,
128.9,0,97,85.84070796,Thinned 3,,,,,
129,0,97,85.84070796,Thinned 3,,,,,
129.1,0,97,85.84070796,Thinned 3,,,,,
129.2,0,97,85.84070796,Thinned 3,,,,,
129.3,0,97,85.84070796,Thinned 3,,,,,
129.4,0,97,85.84070796,Thinned 3,,,,,
129.5,0,97,85.84070796,Thinned 3,,,,,
129.6,0,97,85.84070796,Thinned 3,,,,,
129.7,0,97,85.84070796,Thinned 3,,,,,
129.8,0,97,85.84070796,Thinned 3,,,,,
129.9,0,97,85.84070796,Thinned 3,,,,,
130,0,97,85.84070796,Thinned 3,,,,,
130.1,0,97,85.84070796,Thinned 3,,,,,
130.2,0,97,85.84070796,Thinned 3,,,,,
130.3,0,97,85.84070796,Thinned 3,,,,,
130.4,0,97,85.84070796,Thinned 3,,,,,
130.5,0,97,85.84070796,Thinned 3,,,,,
130.6,0,97,85.84070796,Thinned 3,,,,,
130.7,0,97,85.84070796,Thinned 3,,,,,
130.8,0,97,85.84070796,Thinned 3,,,,,
130.9,0,97,85.84070796,Thinned 3,,,,,
131,0,97,85.84070796,Thinned 3,,,,,
131.1,0,97,85.84070796,Thinned 3,,,,,
131.2,0,97,85.84070796,Thinned 3,,,,,
131.3,0,97,85.84070796,Thinned 3,,,,,
131.4,0,97,85.84070796,Thinned 3,,,,,
131.5,0,97,85.84070796,Thinned 3,,,,,
131.6,0,97,85.84070796,Thinned 3,,,,,
131.7,0,97,85.84070796,Thinned 3,,,,,
131.8,0,97,85.84070796,Thinned 3,,,,,
131.9,0,97,85.84070796,Thinned 3,,,,,
132,0,97,85.84070796,Thinned 3,,,,,
132.1,0,97,85.84070796,Thinned 3,,,,,
132.2,0,97,85.84070796,Thinned 3,,,,,
132.3,0,97,85.84070796,Thinned 3,,,,,
132.4,0,97,85.84070796,Thinned 3,,,,,
132.5,0,97,85.84070796,Thinned 3,,,,,
132.6,0,97,85.84070796,Thinned 3,,,,,
132.7,0,97,85.84070796,Thinned 3,,,,,
132.8,0,97,85.84070796,Thinned 3,,,,,
132.9,0,97,85.84070796,Thinned 3,,,,,
133,0,97,85.84070796,Thinned 3,,,,,
133.1,0,97,85.84070796,Thinned 3,,,,,
133.2,0,97,85.84070796,Thinned 3,,,,,
133.3,0,97,85.84070796,Thinned 3,,,,,
133.4,0,97,85.84070796,Thinned 3,,,,,
133.5,0,97,85.84070796,Thinned 3,,,,,
133.6,0,97,85.84070796,Thinned 3,,,,,
133.7,0,97,85.84070796,Thinned 3,,,,,
133.8,0,97,85.84070796,Thinned 3,,,,,
133.9,0,97,85.84070796,Thinned 3,,,,,
134,0,97,85.84070796,Thinned 3,,,,,
134.1,0,97,85.84070796,Thinned 3,,,,,
134.2,0,97,85.84070796,Thinned 3,,,,,
134.3,0,97,85.84070796,Thinned 3,,,,,
134.4,0,97,85.84070796,Thinned 3,,,,,
134.5,0,97,85.84070796,Thinned 3,,,,,
134.6,0,97,85.84070796,Thinned 3,,,,,
134.7,0,97,85.84070796,Thinned 3,,,,,
134.8,0,97,85.84070796,Thinned 3,,,,,
134.9,0,97,85.84070796,Thinned 3,,,,,
135,0,97,85.84070796,Thinned 3,,,,,
135.1,0,97,85.84070796,Thinned 3,,,,,
135.2,0,97,85.84070796,Thinned 3,,,,,
135.3,0,97,85.84070796,Thinned 3,,,,,
135.4,0,97,85.84070796,Thinned 3,,,,,
135.5,0,97,85.84070796,Thinned 3,,,,,
135.6,0,97,85.84070796,Thinned 3,,,,,
135.7,0,97,85.84070796,Thinned 3,,,,,
135.8,0,97,85.84070796,Thinned 3,,,,,
135.9,0,97,85.84070796,Thinned 3,,,,,
136,0,97,85.84070796,Thinned 3,,,,,
136.1,0,97,85.84070796,Thinned 3,,,,,
136.2,0,97,85.84070796,Thinned 3,,,,,
136.3,0,97,85.84070796,Thinned 3,,,,,
136.4,0,97,85.84070796,Thinned 3,,,,,
136.5,0,97,85.84070796,Thinned 3,,,,,
136.6,0,97,85.84070796,Thinned 3,,,,,
136.7,0,97,85.84070796,Thinned 3,,,,,
136.8,0,97,85.84070796,Thinned 3,,,,,
136.9,0,97,85.84070796,Thinned 3,,,,,
137,0,97,85.84070796,Thinned 3,,,,,
137.1,0,97,85.84070796,Thinned 3,,,,,
137.2,0,97,85.84070796,Thinned 3,,,,,
137.3,0,97,85.84070796,Thinned 3,,,,,
137.4,0,97,85.84070796,Thinned 3,,,,,
137.5,0,97,85.84070796,Thinned 3,,,,,
137.6,0,97,85.84070796,Thinned 3,,,,,
137.7,0,97,85.84070796,Thinned 3,,,,,
137.8,0,97,85.84070796,Thinned 3,,,,,
137.9,0,97,85.84070796,Thinned 3,,,,,
138,0,97,85.84070796,Thinned 3,,,,,
138.1,0,97,85.84070796,Thinned 3,,,,,
138.2,0,97,85.84070796,Thinned 3,,,,,
138.3,0,97,85.84070796,Thinned 3,,,,,
138.4,0,97,85.84070796,Thinned 3,,,,,
138.5,0,97,85.84070796,Thinned 3,,,,,
138.6,0,97,85.84070796,Thinned 3,,,,,
138.7,0,97,85.84070796,Thinned 3,,,,,
138.8,0,97,85.84070796,Thinned 3,,,,,
138.9,0,97,85.84070796,Thinned 3,,,,,
139,0,97,85.84070796,Thinned 3,,,,,
139.1,0,97,85.84070796,Thinned 3,,,,,
139.2,0,97,85.84070796,Thinned 3,,,,,
139.3,0,97,85.84070796,Thinned 3,,,,,
139.4,0,97,85.84070796,Thinned 3,,,,,
139.5,0,97,85.84070796,Thinned 3,,,,,
139.6,0,97,85.84070796,Thinned 3,,,,,
139.7,0,97,85.84070796,Thinned 3,,,,,
139.8,0,97,85.84070796,Thinned 3,,,,,
139.9,0,97,85.84070796,Thinned 3,,,,,
140,0,97,85.84070796,Thinned 3,,,,,
140.1,0,97,85.84070796,Thinned 3,,,,,
140.2,0,97,85.84070796,Thinned 3,,,,,
140.3,0,97,85.84070796,Thinned 3,,,,,
140.4,0,97,85.84070796,Thinned 3,,,,,
140.5,0,97,85.84070796,Thinned 3,,,,,
140.6,0,97,85.84070796,Thinned 3,,,,,
140.7,0,97,85.84070796,Thinned 3,,,,,
140.8,0,97,85.84070796,Thinned 3,,,,,
140.9,0,97,85.84070796,Thinned 3,,,,,
141,0,97,85.84070796,Thinned 3,,,,,
141.1,0,97,85.84070796,Thinned 3,,,,,
141.2,0,97,85.84070796,Thinned 3,,,,,
141.3,0,97,85.84070796,Thinned 3,,,,,
141.4,0,97,85.84070796,Thinned 3,,,,,
141.5,0,97,85.84070796,Thinned 3,,,,,
141.6,0,97,85.84070796,Thinned 3,,,,,
141.7,0,97,85.84070796,Thinned 3,,,,,
141.8,0,97,85.84070796,Thinned 3,,,,,
141.9,0,97,85.84070796,Thinned 3,,,,,
142,0,97,85.84070796,Thinned 3,,,,,
142.1,0,97,85.84070796,Thinned 3,,,,,
142.2,0,97,85.84070796,Thinned 3,,,,,
142.3,0,97,85.84070796,Thinned 3,,,,,
142.4,0,97,85.84070796,Thinned 3,,,,,
142.5,0,97,85.84070796,Thinned 3,,,,,
142.6,0,97,85.84070796,Thinned 3,,,,,
142.7,0,97,85.84070796,Thinned 3,,,,,
142.8,0,97,85.84070796,Thinned 3,,,,,
142.9,0,97,85.84070796,Thinned 3,,,,,
143,0,97,85.84070796,Thinned 3,,,,,
143.1,0,97,85.84070796,Thinned 3,,,,,
143.2,0,97,85.84070796,Thinned 3,,,,,
143.3,0,97,85.84070796,Thinned 3,,,,,
143.4,0,97,85.84070796,Thinned 3,,,,,
143.5,0,97,85.84070796,Thinned 3,,,,,
143.6,0,97,85.84070796,Thinned 3,,,,,
143.7,0,97,85.84070796,Thinned 3,,,,,
143.8,0,97,85.84070796,Thinned 3,,,,,
143.9,0,97,85.84070796,Thinned 3,,,,,
144,0,97,85.84070796,Thinned 3,,,,,
144.1,0,97,85.84070796,Thinned 3,,,,,
144.2,0,97,85.84070796,Thinned 3,,,,,
144.3,0,97,85.84070796,Thinned 3,,,,,
144.4,0,97,85.84070796,Thinned 3,,,,,
144.5,0,97,85.84070796,Thinned 3,,,,,
144.6,0,97,85.84070796,Thinned 3,,,,,
144.7,0,97,85.84070796,Thinned 3,,,,,
144.8,0,97,85.84070796,Thinned 3,,,,,
144.9,0,97,85.84070796,Thinned 3,,,,,
145,0,97,85.84070796,Thinned 3,,,,,
145.1,0,97,85.84070796,Thinned 3,,,,,
145.2,0,97,85.84070796,Thinned 3,,,,,
145.3,0,97,85.84070796,Thinned 3,,,,,
145.4,0,97,85.84070796,Thinned 3,,,,,
145.5,0,97,85.84070796,Thinned 3,,,,,
145.6,0,97,85.84070796,Thinned 3,,,,,
145.7,0,97,85.84070796,Thinned 3,,,,,
145.8,0,97,85.84070796,Thinned 3,,,,,
145.9,0,97,85.84070796,Thinned 3,,,,,
146,0,97,85.84070796,Thinned 3,,,,,
146.1,0,97,85.84070796,Thinned 3,,,,,
146.2,0,97,85.84070796,Thinned 3,,,,,
146.3,0,97,85.84070796,Thinned 3,,,,,
146.4,0,97,85.84070796,Thinned 3,,,,,
146.5,0,97,85.84070796,Thinned 3,,,,,
146.6,0,97,85.84070796,Thinned 3,,,,,
146.7,0,97,85.84070796,Thinned 3,,,,,
146.8,0,97,85.84070796,Thinned 3,,,,,
146.9,0,97,85.84070796,Thinned 3,,,,,
147,0,97,85.84070796,Thinned 3,,,,,
147.1,0,97,85.84070796,Thinned 3,,,,,
147.2,0,97,85.84070796,Thinned 3,,,,,
147.3,0,97,85.84070796,Thinned 3,,,,,
147.4,0,97,85.84070796,Thinned 3,,,,,
147.5,0,97,85.84070796,Thinned 3,,,,,
147.6,0,97,85.84070796,Thinned 3,,,,,
147.7,0,97,85.84070796,Thinned 3,,,,,
147.8,0,97,85.84070796,Thinned 3,,,,,
147.9,0,97,85.84070796,Thinned 3,,,,,
148,0,97,85.84070796,Thinned 3,,,,,
148.1,0,97,85.84070796,Thinned 3,,,,,
148.2,0,97,85.84070796,Thinned 3,,,,,
148.3,0,97,85.84070796,Thinned 3,,,,,
148.4,0,97,85.84070796,Thinned 3,,,,,
148.5,0,97,85.84070796,Thinned 3,,,,,
148.6,0,97,85.84070796,Thinned 3,,,,,
148.7,0,97,85.84070796,Thinned 3,,,,,
148.8,0,97,85.84070796,Thinned 3,,,,,
148.9,0,97,85.84070796,Thinned 3,,,,,
149,0,97,85.84070796,Thinned 3,,,,,
149.1,0,97,85.84070796,Thinned 3,,,,,
149.2,0,97,85.84070796,Thinned 3,,,,,
149.3,0,97,85.84070796,Thinned 3,,,,,
149.4,0,97,85.84070796,Thinned 3,,,,,
149.5,0,97,85.84070796,Thinned 3,,,,,
149.6,0,97,85.84070796,Thinned 3,,,,,
149.7,0,97,85.84070796,Thinned 3,,,,,
149.8,0,97,85.84070796,Thinned 3,,,,,
149.9,0,97,85.84070796,Thinned 3,,,,,
150,0,97,85.84070796,Thinned 3,,,,,
150.1,0,97,85.84070796,Thinned 3,,,,,
150.2,0,97,85.84070796,Thinned 3,,,,,
150.3,0,97,85.84070796,Thinned 3,,,,,
150.4,0,97,85.84070796,Thinned 3,,,,,
150.5,0,97,85.84070796,Thinned 3,,,,,
150.6,0,97,85.84070796,Thinned 3,,,,,
150.7,0,97,85.84070796,Thinned 3,,,,,
150.8,0,97,85.84070796,Thinned 3,,,,,
150.9,0,97,85.84070796,Thinned 3,,,,,
151,0,97,85.84070796,Thinned 3,,,,,
151.1,0,97,85.84070796,Thinned 3,,,,,
151.2,0,97,85.84070796,Thinned 3,,,,,
151.3,0,97,85.84070796,Thinned 3,,,,,
151.4,0,97,85.84070796,Thinned 3,,,,,
151.5,0,97,85.84070796,Thinned 3,,,,,
151.6,0,97,85.84070796,Thinned 3,,,,,
151.7,0,97,85.84070796,Thinned 3,,,,,
151.8,0,97,85.84070796,Thinned 3,,,,,
151.9,0,97,85.84070796,Thinned 3,,,,,
152,0,97,85.84070796,Thinned 3,,,,,
152.1,0,97,85.84070796,Thinned 3,,,,,
152.2,0,97,85.84070796,Thinned 3,,,,,
152.3,0,97,85.84070796,Thinned 3,,,,,
152.4,0,97,85.84070796,Thinned 3,,,,,
152.5,0,97,85.84070796,Thinned 3,,,,,
152.6,0,97,85.84070796,Thinned 3,,,,,
152.7,0,97,85.84070796,Thinned 3,,,,,
152.8,0,97,85.84070796,Thinned 3,,,,,
152.9,0,97,85.84070796,Thinned 3,,,,,
153,0,97,85.84070796,Thinned 3,,,,,
153.1,0,97,85.84070796,Thinned 3,,,,,
153.2,0,97,85.84070796,Thinned 3,,,,,
153.3,0,97,85.84070796,Thinned 3,,,,,
153.4,0,97,85.84070796,Thinned 3,,,,,
153.5,0,97,85.84070796,Thinned 3,,,,,
153.6,0,97,85.84070796,Thinned 3,,,,,
153.7,0,97,85.84070796,Thinned 3,,,,,
153.8,0,97,85.84070796,Thinned 3,,,,,
153.9,0,97,85.84070796,Thinned 3,,,,,
154,0,97,85.84070796,Thinned 3,,,,,
154.1,0,97,85.84070796,Thinned 3,,,,,
154.2,0,97,85.84070796,Thinned 3,,,,,
154.3,0,97,85.84070796,Thinned 3,,,,,
154.4,0,97,85.84070796,Thinned 3,,,,,
154.5,0,97,85.84070796,Thinned 3,,,,,
154.6,0,97,85.84070796,Thinned 3,,,,,
154.7,0,97,85.84070796,Thinned 3,,,,,
154.8,0,97,85.84070796,Thinned 3,,,,,
154.9,0,97,85.84070796,Thinned 3,,,,,
155,0,97,85.84070796,Thinned 3,,,,,
155.1,0,97,85.84070796,Thinned 3,,,,,
155.2,0,97,85.84070796,Thinned 3,,,,,
155.3,0,97,85.84070796,Thinned 3,,,,,
155.4,0,97,85.84070796,Thinned 3,,,,,
155.5,0,97,85.84070796,Thinned 3,,,,,
155.6,0,97,85.84070796,Thinned 3,,,,,
155.7,0,97,85.84070796,Thinned 3,,,,,
155.8,0,97,85.84070796,Thinned 3,,,,,
155.9,0,97,85.84070796,Thinned 3,,,,,
156,0,97,85.84070796,Thinned 3,,,,,
156.1,0,97,85.84070796,Thinned 3,,,,,
156.2,0,97,85.84070796,Thinned 3,,,,,
156.3,0,97,85.84070796,Thinned 3,,,,,
156.4,0,97,85.84070796,Thinned 3,,,,,
156.5,0,97,85.84070796,Thinned 3,,,,,
156.6,0,97,85.84070796,Thinned 3,,,,,
156.7,0,97,85.84070796,Thinned 3,,,,,
156.8,0,97,85.84070796,Thinned 3,,,,,
156.9,0,97,85.84070796,Thinned 3,,,,,
157,3,100,88.49557522,Thinned 3,,,,,
157.1,1,101,89.38053097,Thinned 3,,,,,
157.2,4,105,92.92035398,Thinned 3,,,,,
157.3,0,105,92.92035398,Thinned 3,,,,,
157.4,0,105,92.92035398,Thinned 3,,,,,
157.5,0,105,92.92035398,Thinned 3,,,,,
157.6,0,105,92.92035398,Thinned 3,,,,,
157.7,0,105,92.92035398,Thinned 3,,,,,
157.8,0,105,92.92035398,Thinned 3,,,,,
157.9,0,105,92.92035398,Thinned 3,,,,,
158,0,105,92.92035398,Thinned 3,,,,,
